average_rating,budget,runtime_minutes,release_year,gross,num_votes
6.1,85000000,86,2006,200811689,103407
6.9,35000000,117,2006,42269923,99646
7.2,13000000,120,2006,17471727,74026
6.6,250000000,132,2012,284139100,282442
8,40000000,124,2005,158733820,786518
6.7,50000000,106,2006,111476513,206947
5.4,62000000,93,2005,53321673,131626
6.7,30000000,135,2005,49334775,88806
6.4,12500000,106,2005,7000248,56882
6.4,4200000,114,2004,50336279,54975
6.5,25000000,119,2005,42013878,63994
6.4,18000000,90,2009,19651093,75647
7.4,7000000,106,2005,3601974,59517
6.7,19000000,119,2005,145166804,137799
7.5,26000000,137,2006,14821658,115274
7.3,15000000,122,2006,9380029,102644
8.4,2000000,137,2006,77356942,403233
8.1,30000000,132,2004,216763646,710317
7,8700000,100,2006,7659918,115874
6.3,35000000,100,2005,86369815,92806
7.1,26000000,116,2005,177378645,457589
6.2,65000000,101,2005,65079104,112435
5.4,12000000,98,2008,58010320,55612
6.9,70000000,139,2006,94973540,96741
6.5,132000000,116,2005,603873119,467437
8.5,90000000,151,2006,291480452,1389086
7.3,50000000,116,2007,153383627,381783
7.5,70000000,164,2005,130982129,235153
5.8,50000000,105,2006,82751189,59175
6.3,55000000,98,2005,223387299,169303
5.8,60000000,116,2007,128453183,95470
5.7,160000000,98,2006,181674817,108856
7.6,130000000,162,2009,185382813,572114
6,163000000,119,2011,174822325,228988
6.8,40000000,99,2006,114830111,155700
5.9,30000000,108,2007,32593385,77774
7,85000000,120,2008,168319243,282207
7.1,10000000,106,2005,47329961,105805
7.8,25000000,127,2005,18299465,57343
5.4,175000000,96,2007,174440724,153039
6.1,160000000,93,2007,813367380,325211
6.3,258000000,139,2007,894983373,623031
6.8,55000000,114,2007,75782758,74182
7.8,28000000,129,2005,121616555,319787
5.8,25000000,93,2006,118890272,150919
7.2,35000000,97,2006,16468343,246266
6.6,72500000,108,2006,163362095,195257
6.5,90000000,96,2008,164170327,100852
6.2,1000000,99,2005,30894796,77018
7.6,15000000,124,2005,85638656,225226
7.6,65000000,117,2006,456082343,849600
7,16500000,120,2007,37311672,64262
5.5,33000000,105,2006,62022014,143393
7.6,250000000,153,2009,934770304,578478
7,150000000,144,2007,709709780,665305
7.1,90000000,135,2006,65900249,127723
7,72000000,125,2005,97076152,202062
6.2,15000000,93,2005,47074133,99717
5.2,60000000,105,2005,58072119,117478
7.6,20000000,128,2007,75011029,81924
7.5,30000000,113,2006,53653224,234573
5.8,16000000,91,2006,51764406,76364
7.8,7000000,192,2004,6887221,56015
5.9,50000000,127,2005,22984628,68819
6.8,20000000,109,2008,66476363,119121
7,30000000,125,2006,41480851,79430
7.3,20000000,104,2005,5048693,54376
6.5,26000000,85,2005,96258201,132452
7.8,150000000,166,2008,335802786,681300
6.5,40000000,123,2006,60917189,118239
6.7,100000000,85,2007,152005713,88034
7.9,1000000,88,2004,3403957,57395
6.9,12000000,97,2007,5254986,66272
6.6,149000000,85,2006,178281554,135486
7,950000,104,2005,7022209,166317
7.3,5000000,97,2006,26986174,139558
6.5,80000000,110,2008,230685453,225615
6.7,58000000,95,2005,102854431,115662
7.7,27000000,110,2006,56308881,322110
6.5,10000000,100,2007,33478921,69492
4.6,35000000,75,2008,71571300,73873
7.4,30000000,114,2007,66122026,110141
5.9,69000000,114,2010,86855739,109916
5.6,50000000,97,2006,130224158,84409
7.5,15000000,126,2007,30271556,61608
6.7,75000000,117,2007,203627753,136499
5.9,80000000,99,2007,40170558,81538
7.5,6500000,92,2005,39323027,227005
6.7,110000000,117,2010,177238796,266309
6.8,45000000,109,2005,92374674,154062
4.5,64000000,98,2006,104003322,58655
6,135000000,132,2006,163794509,121909
6.8,28000000,99,2008,92649419,238405
5.9,14000000,92,2012,85446075,62629
7,70000000,110,2007,87019158,130971
7,30000000,126,2007,156846321,216209
6.2,45000000,94,2007,147717833,202707
7.9,40000000,87,2009,58087259,260018
6.6,4000000,93,2005,147748505,271084
7.1,110000000,127,2011,299268508,348153
6.4,20000000,98,2009,51417188,133558
7.4,7000000,93,2005,54641191,100450
5,20000000,102,2006,70711175,51016
6.8,2000000,116,2005,5969708,67841
8.2,54000000,132,2005,134686457,1159864
6.4,25000000,97,2014,66980456,123594
6.2,70000000,96,2007,77621983,164139
8.3,200000000,103,2010,1067316101,874412
7.3,170000000,122,2019,404980543,286365
5.5,33000000,85,2006,64962629,54074
6.8,80000000,91,2006,667094506,291260
6.5,200000000,115,2009,371353001,373136
6.7,200000000,144,2023,270633313,184330
6.5,15000000,95,2006,12834936,87484
8,110000000,115,2007,444100035,651110
7.6,130000000,92,2008,632083197,502093
6.3,150000000,115,2007,196393745,172345
7.3,65000000,150,2012,275293450,268926
6.6,40000000,90,2008,152039882,153073
7.4,18000000,84,2006,262552893,432090
6.6,70000000,130,2006,155430335,76260
6.5,30000000,80,2005,110013167,65006
7.5,16500000,110,2006,87892388,385200
6.1,60000000,108,2006,78810595,51601
5.1,105000000,109,2008,269784201,134387
7.5,30000000,160,2007,15001776,189987
5.9,30000000,104,2008,69363381,93324
7.7,65000000,157,2007,84785914,579861
7.3,45000000,133,2007,29625761,113324
6.3,61000000,93,2007,145710347,175340
7,40000000,105,2006,58480828,74190
7.5,60000000,112,2010,49421974,452231
7.4,19400000,125,2006,26910847,95238
6.2,50000000,121,2009,183658498,243972
7,100000000,132,2019,367799011,375142
6.4,150000000,92,2008,629443428,503465
6.6,130000000,90,2011,554987477,187307
5.1,100000000,104,2006,250425512,129256
7.8,8000000,101,2006,101058954,506594
7.1,300000000,169,2007,961691209,679711
5.6,50000000,99,2006,87528173,62682
7.5,25000000,143,2006,135330182,313554
7.6,25000000,140,2007,87484847,89776
6.6,52000000,102,2006,65664721,133698
8,100000000,143,2006,171720398,574931
5.9,4800000,94,2005,81979826,187921
5.9,35000000,103,2008,10161493,66290
3.8,40000000,102,2006,38805380,70515
6.8,25000000,104,2007,132963417,288018
6.8,85000000,86,2008,298572799,147958
7.4,149000000,141,2017,823970682,687323
5.8,52000000,106,2006,205668210,137248
5.5,60000000,94,2005,130154568,61811
6.4,45000000,105,2008,76014335,216343
7.6,19000000,114,2007,34612443,284240
5.6,25000000,101,2007,59768495,93372
5.5,70000000,110,2006,72785169,102741
7.1,39000000,107,2009,101344412,155934
6.2,19000000,85,2007,35442935,105889
6.4,25000000,90,2007,232225908,131887
7.1,75000000,126,2006,180557550,322642
6.2,34000000,87,2007,95802916,68329
7.5,40000000,128,2013,97510197,100676
6.4,15000000,107,2006,70009308,180399
7.6,45000000,129,2006,186003591,390392
7.9,120000000,127,2012,609016565,655383
8,55000000,117,2006,307127625,546054
6.4,20000000,105,2006,57194667,170835
6.5,20000000,101,2010,54806823,127343
6.4,28000000,110,2008,19152009,70597
7.6,6000000,123,2006,48618191,193464
6.1,20000000,89,2007,22382047,100259
6.6,130000000,165,2008,211787511,128038
7.2,55000000,132,2014,192330738,404369
5.7,18000000,89,2006,68844775,87007
5.3,100000000,102,2009,68777554,74262
8.2,19000000,118,2006,83862032,691906
5.7,60795000,109,2007,73534117,50397
6.6,17300000,96,2006,39220946,86697
6.9,85000000,136,2006,205850169,305920
6.9,140000000,124,2011,370569774,880334
6.9,35000000,109,2006,326706115,447581
6.5,65000000,102,2014,39407616,168218
6.5,150000000,107,2009,373062864,522566
3.8,60000000,127,2007,13097915,50653
7.8,30000000,117,2006,3669465,115433
7.1,85000000,107,2007,340487862,213893
6.9,15000000,116,2006,10907485,65942
7.5,67000000,191,2007,25422088,189222
6.2,50000000,115,2008,7034698,77787
7,50000000,92,2008,113244290,241121
7.3,10000000,125,2006,7177143,109586
7.3,75000000,87,2007,536414293,344634
6.5,12000000,104,2006,114197742,124706
5.6,54000000,110,2006,130628903,83466
6.9,15000000,100,2007,65048678,288303
6,85000000,104,2006,158964610,291752
7.6,21000000,123,2007,43095175,83416
5.5,24000000,88,2010,83188165,95400
6.5,130000000,124,2007,459242249,249211
6.2,24000000,100,2007,101276318,175876
7.2,25000000,119,2007,92991835,171461
7.4,15000000,92,2006,49814392,82924
6.1,38000000,111,2009,48858618,114605
6.6,39000000,86,2007,27122238,153781
5.2,30000000,96,2006,61108981,66343
2.8,20000000,83,2006,85749034,61566
5.5,25000000,110,2006,119975084,61595
5.3,35000000,100,2008,87066930,129086
6.7,35000000,115,2008,78201830,118157
7.5,7500000,96,2007,232372681,541638
7.1,700000,106,2006,4660481,90585
9,185000000,152,2008,1007336937,2798830
8.2,25000000,158,2007,76182388,623981
6,65000000,129,2006,163247198,86899
7.7,15000000,108,2014,37394629,572399
6.2,75000000,104,2011,152930623,149284
7,30000000,79,2009,48428063,145259
7.8,40000000,139,2006,120673227,325285
7,75000000,102,2007,119483446,123482
6.7,15000000,104,2006,21156270,65499
5.4,110000000,103,2011,563749323,94950
6.5,40000000,93,2011,76130093,168310
6.6,200000000,116,2010,336365676,299953
7.1,60000000,127,2009,87812371,157793
7.6,15000000,111,2006,76700659,109843
6.3,22000000,106,2016,63945241,140947
6.6,17000000,109,2006,57232879,150378
5.2,20000000,97,2006,37598767,51568
6.7,70000000,122,2007,69787394,62595
4.2,60000000,103,2007,159814490,78036
5.9,20000000,96,2007,84297309,80870
6.8,100000000,98,2010,167805466,204940
7.2,1000000,88,2006,454026,57264
6.9,40000000,129,2011,55247881,104423
6.5,110000000,108,2006,574481229,368529
8.2,25000000,122,2007,171627740,1030460
6.8,35000000,123,2008,159808370,262827
6.8,32000000,139,2011,58409247,182163
6.9,30000000,129,2007,219922417,380151
7.3,130000000,117,2015,519311965,707348
7.1,24000000,102,2006,155929020,228255
6.9,12000000,88,2006,42931041,259600
6.6,150000000,89,2008,603900354,241774
5.4,40000000,95,2011,91627228,97067
6.8,25000000,98,2007,68474305,105855
7.2,150000000,101,2007,585410052,795936
6.2,25000000,97,2010,29397654,106001
7.1,2600000,92,2007,553198,67509
5.9,36000000,105,2011,86157237,129641
6.3,28000000,104,2007,92601050,77510
6.4,30000000,98,2007,77677553,209939
7.2,135000000,98,2013,587235983,227235
6.5,12000000,114,2008,43495888,140735
8.5,40000000,130,2006,109676311,1405638
6.6,30000000,130,2008,31200557,62581
6.1,9000000,86,2008,82410456,140284
5.9,30000000,113,2008,22472631,79087
7.7,47000000,141,2009,3559160,242538
6.2,17500000,110,2006,20387597,70696
5.6,130000000,92,2007,301913131,274205
7.6,70000000,127,2007,137515140,280830
6.8,20000000,105,2007,118114220,244676
6.5,3900000,120,2009,961203,60588
6.1,85000000,88,2008,225132113,318763
6.2,20000000,106,2007,47817020,63050
6.2,10000000,108,2006,164874275,208021
7.4,20000000,124,2007,22242388,98862
7.2,46000000,161,2016,23834809,119767
5.8,35000000,112,2011,65100369,64430
5.8,10000000,92,2009,77578320,64388
6.4,22000000,110,2007,147880543,98894
6,25000000,100,2017,26800152,50127
7,11500000,92,2006,84645164,79222
6.7,75000000,110,2008,342463063,403288
6.1,60000000,106,2008,62803180,81148
6.9,85000000,122,2007,311312624,361674
7.4,1500000,96,2006,49782012,84723
7.1,15500000,96,2008,96409300,265510
7.8,19000000,141,2006,68673228,168154
6.8,21000000,117,2007,55033767,91558
6.5,225000000,150,2008,419665568,220868
7.9,237000000,162,2009,2923706026,1364568
6.2,25000000,103,2007,42653739,95335
4.6,40000000,94,2007,130290885,131097
5.5,19000000,97,2009,91509154,115119
6.7,30000000,112,2010,102820008,217609
8.1,15000000,148,2007,56675895,646215
6.5,40000000,104,2007,145896422,106175
7,70000000,128,2008,115900897,236161
7,65000000,131,2006,43545364,64044
7.1,5000000,134,2009,13085023,50360
5.9,85000000,115,2007,187134117,152290
6,70000000,91,2009,105647102,57740
7.1,26000000,105,2009,43474578,140957
6.6,10000000,95,2007,22007671,56011
7.8,100000000,157,2007,269755430,444311
6,20000000,106,2011,30426096,85645
5.7,70000000,112,2008,111231041,83229
7.1,225000000,143,2013,670145518,799713
7.8,15000000,100,2011,78714970,686500
7.1,21000000,100,2009,16443609,63317
7.1,105000000,97,2009,267045765,161155
7.9,15000000,107,2008,38937018,452822
7.3,20000000,120,2007,48443734,154825
5.8,150000000,103,2010,139789765,110211
7.8,30000000,123,2007,129266061,293503
6.8,60000000,96,2014,108255770,60675
7.2,10000000,108,2015,12252684,60746
5.9,30000000,100,2013,27437881,75380
7.9,5000000,117,2013,55198285,509748
6.1,35000000,110,2008,78094714,112348
7,60000000,130,2012,218340595,357412
5.6,130000000,96,2013,78324220,141494
6.2,26000000,109,2009,28190603,91946
7.3,9000000,90,2007,46789413,119506
6.5,52000000,108,2008,694478392,265200
3.5,20000000,88,2013,78378744,75822
7.9,150000000,127,2009,385680446,615406
6.4,20000000,102,2008,30579406,93386
2.4,20000000,86,2007,87238158,108506
7.1,30000000,111,2008,105833257,297777
5.1,15000000,89,2007,37697773,66838
6.6,150000000,112,2008,264770996,514773
6.6,15000000,111,2008,5926410,54241
6.7,20000000,115,2008,27712362,63585
5.8,125000000,106,2010,493214993,289827
6.7,160000000,123,2016,439048914,274390
7.1,8000000,101,2010,6491240,146767
6.8,27500000,122,2007,27066382,57752
7.3,12000000,106,2007,11293663,152245
6,15000000,98,2008,3534313,69658
6.7,150000000,138,2009,485930816,305129
6.5,15000000,111,2007,7947677,102091
8,7300000,96,2007,22783978,98553
7.1,15000000,119,2015,64191523,196168
3.3,79000000,91,2011,149673788,88874
6.3,23000000,114,2011,7550073,54782
6.1,120000000,135,2008,93945766,77254
3.8,62000000,87,2008,40877556,54420
5.3,45000000,99,2008,42487390,57878
5.9,95000000,118,2010,226497209,197057
7.6,55000000,123,2008,169748929,312017
6.4,20000000,104,2010,49779728,142103
7.6,2500000,101,2008,13639115,59977
6.2,16500000,108,2007,13620075,50404
7.5,19000000,131,2013,76586316,140697
5.1,90000000,113,2011,63523283,101850
8.7,165000000,169,2014,703170837,2009279
7,190000000,116,2013,540455876,702997
7.7,14000000,90,2010,4324817,95374
5.7,52000000,125,2010,216528528,123510
5.7,40000000,110,2008,49944325,61903
5.8,37500000,115,2009,102366815,93326
6.7,60000000,117,2009,38332994,54969
7,60000000,111,2008,255743093,165098
7.1,61000000,124,2007,95696996,349177
7.8,55000000,141,2008,113398237,262698
7.4,45000000,97,2007,175372502,255878
6.2,70000000,92,2014,217124280,204518
7.6,20000000,113,2007,170812526,616407
6.6,200000000,106,2008,589580482,464183
6.4,160000000,123,2014,524976069,429548
4.7,60000000,103,2008,39164441,62455
6.5,35000000,92,2009,92158961,165888
7,85000000,91,2012,358375603,273899
5.7,21000000,101,2019,113118226,96929
7.2,16000000,91,2007,35080988,212811
6.9,65000000,98,2008,128108211,311875
5.8,55000000,91,2008,44004502,85027
7.5,37000000,125,2010,154026136,408089
6.8,35000000,96,2007,20576198,76208
7,4000000,106,2010,34758951,133453
6.7,20000000,114,2008,5530764,52148
6.9,100000000,90,2009,243006126,250877
6.3,6000000,90,2009,10234475,70555
6.5,15000000,110,2009,45995223,98577
8,220000000,143,2012,1520538536,1438396
6.6,100000000,102,2013,268426634,108738
5.5,25000000,97,2008,70439696,88437
5.2,145000000,112,2008,403449830,168374
6.5,25000000,121,2008,19844979,74580
8,4000000,115,2007,14759148,108290
6.8,8000000,91,2008,16580250,73446
6.8,145000000,92,2014,275698039,76039
5.8,40000000,101,2008,106407672,74894
7.7,25000000,122,2008,27426335,111303
6.6,200000000,127,2021,220889446,206427
6.5,11000000,108,2009,7413863,133713
6.1,4000000,88,2011,1874460,66356
7.6,34000000,101,2008,204920882,156243
7.6,29000000,129,2009,309231694,353429
5.8,60000000,133,2010,204594016,103545
6.2,35000000,101,2008,52933513,52303
5.9,30000000,108,2011,108609310,56847
6.4,15000000,112,2013,57824674,91800
7.1,18000000,126,2007,57470220,331460
7,37000000,96,2008,163728902,346660
7.5,15000000,131,2008,49259766,467081
6.1,19000000,101,2010,49843011,110719
5.9,42000000,81,2009,138805831,152481
5.9,10000000,93,2007,139352633,161499
6.2,35000000,92,2007,64811540,51846
6.5,30000000,105,2010,79293444,105539
8.1,165000000,98,2010,494879471,780353
6.4,175000000,94,2009,381509870,172644
6.3,165000000,95,2010,752600867,219545
7.2,25000000,111,2009,27639579,249920
5.5,30000000,89,2009,115375850,113289
7.8,180000000,169,2012,1017030651,856631
6.2,38000000,103,2011,31505287,143024
7.8,150000,86,2007,20936722,120072
6.9,27000000,111,2008,101624843,352424
8.4,180000000,98,2008,521311890,1171355
7.7,12500000,94,2008,40416563,237227
7,15000000,97,2010,1669947,91064
7.5,20000000,104,2008,51699984,134530
6.2,180000000,110,2016,357243061,184225
7.7,125000000,146,2010,972584232,582119
7.3,10000000,110,2009,63649529,114874
7,5000000,91,2010,5144717,50720
7.8,25000000,90,2008,226837760,623291
4,150000000,103,2010,319713881,169441
4.9,20000000,95,2012,55362705,65939
7.1,92000000,107,2008,195702963,438291
6.4,110000000,100,2010,293503354,325885
7.5,32000000,93,2011,147332697,540177
8,13000000,108,2010,329398046,804835
6.2,20000000,110,2008,44655002,54664
6.8,100000000,115,2010,113377594,141434
6.9,230000000,136,2012,757930663,687648
5,48000000,91,2008,163403799,214081
5.2,60000000,92,2007,365352546,92353
6.6,200000000,140,2010,321669741,278988
7.3,35000000,119,2008,75981180,221724
5.6,90000000,113,2008,204313400,210823
6,80000000,99,2008,212874864,99819
4.9,11000000,112,2008,252909177,66253
7.2,35000000,105,2009,29196409,65497
6.5,50000000,118,2009,60253843,98381
5.9,8000000,90,2008,22818256,81350
6.1,150000000,109,2010,215283742,167950
7.8,25000000,116,2010,129190869,383140
7.5,150000000,126,2011,185770310,332863
6.4,55000000,90,2008,17929684,68861
5.5,80000000,104,2008,233093859,176570
6.1,45000000,104,2009,19652185,75576
5.5,100000000,98,2010,310650585,117221
6.5,14000000,98,2009,22955544,75613
6.1,300000000,120,2017,661326987,471345
6.4,20000000,102,2009,136316880,212178
6.8,15700000,98,2012,27039669,78422
7.6,32000000,124,2008,108902486,254983
6.8,22000000,108,2010,25806953,50597
6,82000000,110,2011,89792502,249076
6.3,155000000,113,2010,415686217,162857
6.6,10000000,90,2008,33556631,94759
7.3,135000000,107,2011,373993951,239886
7.5,5000000,63,2007,493937,62032
4.9,7000000,109,2020,49447308,56517
6.6,10500000,105,2010,45491656,202238
7.1,75000000,121,2008,201545517,255278
6.3,80000000,89,2009,122444772,178937
7.6,90000000,128,2009,524028679,658507
6.9,22000000,114,2008,27675014,58760
6.1,30000000,111,2008,162655351,171679
6.3,25000000,108,2010,114984666,155677
5.8,120000000,119,2011,227817248,163525
6.8,30000000,111,2011,63782078,204961
8.2,100000000,180,2013,406878233,1524626
6.7,20000000,102,2008,27090159,76897
6.4,21800000,96,2010,716580,56577
5.7,65000000,145,2008,418765519,125852
6.4,40000000,129,2009,178866158,179958
7.3,130000000,95,2010,321885765,285669
6,33000000,90,2020,44331465,74619
6.5,24000000,101,2008,42784344,181080
6.4,13000000,105,2011,115890699,112571
8,15000000,120,2008,378410542,867512
6.3,117000000,109,2010,261989769,206919
6.5,85000000,107,2009,360366870,304782
7.5,20000000,128,2008,54589558,178156
6.4,200000000,108,2010,1025468216,433131
6.4,50000000,137,2015,12951093,74726
6,125000000,130,2023,133838006,112249
6.8,16000000,131,2022,15134907,52010
6.5,10000000,106,2010,4681651,50491
5.8,30000000,104,2009,27127620,100779
7,7000000,106,2009,31430334,147758
7.5,20000000,128,2014,67782762,94307
6.3,12000000,97,2010,6890432,85292
7.7,7500000,95,2009,60800444,543580
6.5,20000000,113,2008,41627431,105113
7.3,30000000,133,2010,24172201,120506
6.2,17500000,98,2008,150988382,90166
6.1,20000000,98,2008,21972336,62582
7.7,44500000,120,2012,232325503,631397
5.7,138000000,117,2019,173469516,119600
8.2,6000000,97,2020,24043318,180196
6.2,70000000,133,2010,134748021,105599
8.1,16000000,93,2009,46749646,302932
4.9,35000000,93,2015,95437994,60415
6.1,200000000,105,2022,226425420,119565
6.1,80000000,134,2022,31245810,85765
7.2,18000000,114,2008,25740863,261689
7.3,20000000,115,2011,177243185,247740
6.1,35000000,99,2008,219375562,184895
5.7,50000000,95,2009,40828540,138486
5.2,20000000,93,2021,40618920,64956
7.1,32000000,137,2008,51262751,153830
6,60000000,101,2008,79498846,91150
6.2,25000000,114,2011,37989684,73093
6.7,20000000,152,2018,7942093,88537
7.7,100000000,169,2023,440146694,295088
8,10000000,111,2021,1905058,155161
6.8,80000000,118,2010,157107755,333118
5.3,26000000,100,2010,67918658,109767
5.5,40000000,110,2010,136333522,132772
6.7,40000000,108,2009,317375031,347032
4.2,70000000,99,2014,61279452,55601
7.7,21000000,122,2012,236412453,731573
6.6,13000000,102,2009,20768906,98804
4.9,60000000,97,2009,62357900,101972
5.7,175000000,118,2009,302469017,213535
8.3,175000000,96,2009,735099102,1097334
6.3,58000000,103,2015,158261424,93999
7.1,7000000,124,2020,144492724,246716
6.3,32000000,111,2010,18409891,109744
6.8,30000000,123,2009,61808775,152782
6.5,38000000,115,2010,105734416,137150
6,200000000,149,2009,836303693,422577
8.1,3600000,130,2020,52786,81640
6.3,18500000,100,2009,32406507,146944
6.6,80000000,118,2008,178767383,193260
7,25000000,85,2008,172394180,414524
7.4,2000000,115,2020,15282731,91684
7.1,4500000,95,2022,91392971,97397
7.1,110000000,189,2022,63351455,151337
6.2,250000000,118,2022,760928081,382562
7.9,4000000,165,2014,48137666,363686
5.5,20000000,105,2021,133423964,95794
5,20000000,111,2022,104362940,68387
6.8,200000000,96,2009,325286646,124612
6.9,38000000,122,2011,117094902,119442
5.8,24000000,113,2011,63543328,52221
6.8,70000000,104,2008,223241637,377092
4.3,57000000,96,2011,132563930,124522
6.3,20000000,123,2022,87609403,132896
2.8,30000000,87,2008,85897593,110745
7.8,200000000,143,2012,1142471295,719912
5.7,65000000,98,2009,106387141,62213
4.7,47000000,81,2010,10903312,60976
6.2,150000000,113,2012,245527149,276846
7.3,30000000,109,2009,95714875,96883
6,150000000,105,2009,413106170,208280
5.5,70000000,113,2009,171844840,113357
6.9,90000000,94,2009,886686817,258495
6.1,5000000,89,2016,11084630,56360
5.9,12000000,89,2008,41319906,76075
7.3,23000000,106,2015,46152800,98469
5.7,190000000,148,2021,157286805,270870
7.1,7000000,111,2023,48767848,52479
6.5,40000000,117,2014,128006208,140746
8.2,200000000,148,2021,1921847111,841498
7.5,40000000,121,2013,154802912,300791
6.3,5000000,102,2020,18073433,69274
6.9,40000000,104,2011,97984015,262836
4.9,30000000,89,2011,64626786,63121
6.6,25000000,122,2009,10606422,80049
6.1,200000000,124,2023,476071180,210143
5.8,18000000,108,2021,90146510,151986
6.8,68000000,130,2022,171235592,248851
2.5,30000000,85,2009,55720772,78236
5.3,37000000,122,2008,408430415,479209
7,24000000,134,2014,19206513,147203
5.4,75000000,100,2010,98159963,95070
6.8,170000000,125,2010,400063852,350359
7.1,40000000,119,2021,103966489,198631
7.3,55000000,95,2014,282438834,127624
6.4,100000000,106,2009,150166126,205170
7,70000000,137,2022,69633110,238999
6.8,75000000,116,2023,275248615,85653
5.3,26000000,91,2009,183348429,115383
7,20000000,94,2010,171685792,68024
7.7,35000000,100,2009,469328079,825771
7.3,1000000,112,2010,15440333,207451
5.5,95000000,102,2014,114178613,79715
6.6,75000000,158,2021,153269161,152511
6.1,20000000,96,2009,34572541,156511
7.1,12500000,101,2011,76338111,228282
6.9,50000000,139,2016,25035950,61026
6.3,24000000,114,2022,137743924,151031
7.9,6000000,109,2008,44734660,316245
7,10000000,106,2014,29261617,97551
6.4,55000000,119,2010,89520336,91196
6.5,40000000,107,2010,60040976,81573
7.1,40000000,133,2021,33273940,134724
6.6,30000000,99,2009,90842646,214225
7.2,75000000,138,2021,791863,575946
7,30000000,107,2022,29116320,137762
6.1,30000000,104,2008,108979549,174248
6.5,22000000,108,2009,41771168,66623
8.2,80000000,138,2010,294805697,1407542
7.3,50000000,135,2009,36348784,114730
5.5,16000000,102,2009,31556061,146826
7.8,13000000,152,2009,104414200,221298
5.8,10800000,92,2008,113864059,134558
5.5,200000000,114,2011,237201172,292725
6.2,32000000,107,2010,80205382,65034
6.1,60000000,125,2009,78176181,51850
7,40000000,123,2009,129540522,126608
6.5,19000000,109,2008,18755936,90639
7.9,30000000,112,2009,210888950,705687
6.3,30000000,107,2018,49562710,75052
7.2,45000000,128,2010,60331447,169046
4.7,16000000,88,2009,76514050,52982
7.8,4000000,114,2008,11227336,224141
6.9,39000000,87,2012,84247681,115165
6.4,38000000,96,2009,205599393,227194
5.1,40000000,82,2009,186167139,112853
7,20000000,123,2009,77912251,246112
7.8,18000000,144,2009,19319671,76514
5.5,17000000,86,2011,43202283,79265
7,100000000,140,2009,214104620,314147
7,40000000,105,2009,91980359,214409
6.2,40000000,140,2010,359126022,199792
7.6,23600000,88,2009,102392080,607637
7.1,40000000,139,2022,13280000,416045
8,165000000,155,2021,402027830,724950
6,37000000,114,2011,96560591,101761
7.5,5300000,116,2020,2000861,59219
7.8,225000000,161,2013,959027992,690751
7,10000000,101,2015,4366460,107538
6.9,15000000,111,2009,16691303,69632
7,230000,92,2008,2260712,138524
6.3,900000,95,2009,101215,50288
7.3,7500000,100,2009,26096852,137236
7,17000000,98,2009,15779455,54745
7.1,15000000,93,2009,36020534,76201
6.4,52000000,92,2010,52844496,120526
5.2,35000000,95,2010,115695339,106029
5.4,15000000,101,2009,100734718,59311
6.3,15000,86,2007,193355800,252198
7.2,15000000,103,2016,110216998,347033
7.8,5000000,97,2009,9760107,371366
5.5,55000000,91,2010,43053376,63944
8,1500000,90,2008,11179372,59712
5.9,8500000,98,2008,68282844,71467
6.3,40000000,99,2009,61601280,74582
7.1,70000000,127,2009,39457342,72219
6.9,12000000,99,2009,1333377,125923
6.7,33000000,108,2009,20648328,157211
7.9,12000000,165,2010,42345360,113263
7.3,40000000,118,2011,86752352,249793
5.8,200000000,158,2009,791217826,391485
7.4,2900000,84,2009,296557,51104
7.8,2650000,125,2008,36495748,70922
7.2,16000000,161,2009,775385,86062
7.2,135000000,107,2011,245724603,286460
7.4,25000000,109,2009,166842739,345955
6.2,30000000,107,2010,159291809,59708
6.6,125000000,135,2012,276144750,312060
6.2,30000000,124,2012,54169363,101744
6.2,15000000,94,2010,76196538,56197
7.4,50000000,109,2009,127944208,312465
5.7,18000000,86,2009,26973554,64670
6.7,20000000,112,2022,76004405,79143
6.3,75000000,146,2009,71585235,122724
8.1,125000000,130,2011,1342360114,923495
7.1,45000000,120,2011,165184237,95784
6.6,28000000,105,2013,134409025,135771
4.5,5000000,89,2014,103687316,56066
8.1,33000000,116,2008,269958228,801745
6.2,60000000,105,2014,135503748,136706
6.7,22000000,116,2013,15661554,122646
6.1,50000000,89,2019,91490353,106625
6.7,17000000,132,2009,44027682,65745
7.6,50000000,133,2011,110206216,452380
6.4,215000000,150,2013,260502115,241870
7.5,165000000,115,2016,677796076,785019
6.7,50000000,115,2013,137328301,253871
6.5,50000000,129,2010,106956330,94624
6.6,30000000,141,2016,19263938,97204
5.3,35000000,104,2010,77477008,51525
7.2,26000000,116,2012,55404207,250430
7.3,59000000,141,2018,105713218,198131
1.9,20000000,87,2008,34816824,93840
6.9,20000000,109,2013,46091271,294040
6.2,200000000,106,2011,559852396,209297
6.4,19000000,100,2010,32686500,109071
7.7,5000000,129,2009,17267324,69613
7.1,185000000,93,2012,538983207,432416
5.7,70000000,116,2011,211819354,183784
7.4,27000000,105,2011,161849455,600371
6.9,80000000,97,2010,140073390,86225
6.3,110000000,107,2017,169846945,224309
5.9,10000000,98,2009,47719794,80835
5.8,60000000,96,2010,300228084,177036
8,11715578,106,2008,22108789,231090
5.2,80000000,102,2011,169852759,64172
6.3,40000000,109,2010,91720255,184127
6.6,80000000,117,2010,81126522,97656
6.8,20000000,113,2010,45636368,71237
7.4,25000000,120,2018,31748913,92429
6.9,200000000,124,2010,623933331,852337
