average_rating,budget,runtime_minutes,release_year,gross,num_votes
5.1,35000000,87,2015,51680201,53360
6.4,9000000,103,2014,111928365,159835
6.5,250000000,151,2016,874362803,742300
7.7,15000000,123,2014,123726688,472764
7.3,22000000,122,2014,89514453,86433
7,22500000,111,2014,35396641,77319
8.1,3300000,122,2014,31478893,210899
6.3,31500000,113,2016,38803993,69256
7.4,175000000,106,2016,967724775,287759
5.5,60000000,107,2015,47275717,75869
6.2,75000000,121,2016,220021259,185950
6.5,15000000,92,2013,151826547,97483
7.3,40000000,134,2016,322811541,293019
6.7,2000000,96,2015,16810562,100232
7.6,35000000,133,2015,174178883,304487
7,65000000,120,2015,235666219,254680
5.3,3000000,102,2014,1882074,61118
6.9,30000000,120,2018,239343729,184678
6.4,90000000,129,2016,334897606,312104
6.2,35000000,125,2015,140795793,140975
6.8,11000000,104,2015,29355203,66682
8.1,13000000,118,2015,35401758,440868
7.2,180000000,132,2016,816037575,497282
6.1,10000000,97,2015,112983889,115810
7.4,15000000,124,2015,11430025,83973
7.2,25000000,109,2019,67925733,86240
7.3,100000000,134,2021,233503234,255378
6.8,1000000,100,2014,21947454,261538
7.4,60000000,96,2016,243870033,291159
5.9,54000000,116,2021,16400193,62876
7.8,40000000,135,2019,218843645,231368
5.9,60000000,99,2016,205754447,166602
8.1,97000000,137,2017,619179950,808934
6.1,28000000,96,2015,27262374,94832
7.5,5000000,101,2014,44779195,141453
7.1,35000000,123,2015,48623572,99294
5.4,6500000,99,2014,257589721,171577
5.7,150000000,111,2015,128988320,66533
5.7,10000000,92,2017,102952888,89211
5.2,217000000,154,2017,605425157,164989
6.2,35000000,83,2016,27979040,108777
6.9,178000000,144,2016,543934105,453268
6.2,25000000,108,2019,104545505,83405
6.1,60000000,118,2016,162146076,170479
7.7,30000000,121,2015,84997446,458976
6.5,55000000,114,2017,352794081,281530
5.7,110000000,120,2016,179246868,130397
6.7,111000000,108,2017,296069199,61893
7.4,43000000,108,2016,47309313,92032
7.6,1600000,86,2014,7412611,195404
5.7,105000000,94,2016,408754975,72494
7.4,150000000,140,2017,490719763,273211
7.8,44000000,168,2015,161217616,641057
6.2,80000000,89,2017,1034800131,147744
7.1,75000000,108,2016,634338384,184824
6.7,200000000,134,2021,379751655,411497
7.3,35000000,123,2015,61181942,133576
7.8,250000000,147,2016,1155046416,831046
7.9,180000000,130,2017,855301806,797205
6.6,99000000,107,2019,199603202,74405
7.5,45000000,131,2019,44645542,94929
7.3,10000000,104,2017,29820616,161434
7.6,150000000,107,2016,687228908,364169
5.7,40000000,98,2016,125729635,90855
6.4,25000000,101,2015,52395996,79557
6.5,19000000,96,2016,85251425,138050
7.1,50000000,115,2017,134866593,201476
6.6,35000000,112,2016,24972139,54805
7.8,5000000,118,2016,23149206,229994
4.5,150000000,115,2021,163692228,78167
6.2,5000000,94,2015,98450062,146468
6.9,30000000,132,2015,42972994,196499
7.2,100000000,156,2021,76016171,91781
4.9,2500000,99,2015,5567103,101927
6.7,175000000,102,2017,383930656,115153
7.6,200000000,118,2018,1243225667,320300
6.2,12000000,109,2015,85512300,106761
6.5,45000000,112,2016,173185859,195923
7.1,85000000,124,2016,119520023,165306
6.4,13000000,88,2016,6903033,66896
8,108000000,144,2015,630620818,899765
7.6,40000000,142,2015,165478348,323138
6.3,140000000,117,2016,195243411,91388
7.3,85000000,159,2022,288670284,218857
5.6,1000000,83,2014,62882090,80149
6.6,11000000,95,2015,27391084,65880
5.7,35000000,91,2016,81093313,79676
5.9,100000000,124,2017,142337240,112541
6.7,185000000,118,2017,568652812,337316
6,170000000,132,2019,387300138,196224
8,12000000,118,2016,140853810,246440
7.8,200000000,133,2016,1058682142,671949
6.7,62000000,121,2018,190400157,185004
7.3,40000000,134,2016,37357216,159895
6.1,3000000,135,2015,861057,64722
6.9,275000000,135,2018,392924807,370252
8,30000000,128,2016,471981681,640317
6.5,85000000,99,2020,319715683,153890
7.4,50000000,116,2016,71261763,358271
6.2,40000000,111,2021,34891791,104059
5.3,88000000,107,2018,160542134,140591
7.6,38000000,134,2017,26351322,75098
7.2,7000000,103,2015,17986781,88519
6.2,15000000,98,2015,61548707,79950
6.3,170000000,112,2019,353284621,80937
6,10000000,97,2016,73929392,100001
7.6,34000000,113,2017,226945087,587034
7.6,200000000,136,2017,863756051,740261
7.8,90000000,102,2022,481079252,159401
5.9,135000000,112,2016,245623848,98224
6.7,20000000,87,2016,9680029,66652
7.3,50000000,120,2017,2049823,129398
7,14000000,110,2015,3621046,56347
7.8,9000000,137,2016,78988148,302517
6.9,3000000,97,2016,4935501,130939
6.3,61000000,131,2015,312296056,267695
6.3,17000000,86,2016,119100758,141191
7,5000000,95,2015,3767402,135778
6,10000000,108,2016,118587880,107753
7.3,80000000,104,2017,312336671,167545
6.5,200000000,134,2018,655755901,300966
6.2,200000000,142,2022,407150844,161116
5.3,14000000,105,2019,69497587,62817
6.8,29000000,111,2016,49052787,58620
6.2,15000000,100,2016,20749853,51305
6.8,160000000,123,2019,1131416446,594907
8.4,321000000,149,2018,2052415039,1164767
8.4,356000000,181,2019,2799439100,1224453
7.1,9900000,88,2016,157761002,293282
7.3,50000000,144,2016,69411370,155005
7,5000000,108,2015,58980521,167689
6.6,120000000,123,2016,415484914,237838
7.4,30000000,140,2017,59284015,183190
6.8,42000000,129,2018,75984700,102477
7.4,100000000,152,2021,30552111,173308
6.6,51000000,96,2018,99630675,65332
7,4000000,92,2015,40423945,289171
7.2,25000000,115,2016,24121245,169466
5.3,18000000,110,2017,40656399,98030
7.7,60000000,101,2016,76249438,136382
6.2,9000000,99,2016,81705746,71357
7.6,6200000,97,2019,133031473,98762
7.9,4400000,130,2016,9323484,58314
7.4,40000000,122,2017,174348632,495348
5.7,35000000,92,2016,108007109,128408
6.4,35000000,111,2019,21360215,57516
4.6,55000000,118,2017,381545846,108807
7.8,40000000,103,2017,227994792,88403
4.5,55000000,105,2018,371985018,71568
7.6,7000000,101,2017,43069254,126721
7.2,60000000,134,2023,121530289,54253
6.2,62000000,143,2018,288175335,155697
6.2,38000000,111,2016,118102725,120987
6.6,30000000,96,2016,43763247,80143
7.1,75000000,124,2021,204334455,203530
6.8,150000000,103,2019,1453683476,187601
6.6,38000000,110,2018,41657844,104751
5.3,100000000,116,2018,86493046,77998
7.5,13000000,132,2016,9101546,80515
7.5,22500000,116,2016,30311857,296578
7.4,30000000,125,2017,150847274,214837
6.1,50000000,94,2018,66308758,85210
5.8,200000000,115,2020,69965374,156369
7.3,45000000,133,2016,52185751,110080
7.2,75000000,104,2018,197744377,82628
5.5,20000000,109,2023,251935300,58172
7.1,10000000,106,2018,12442161,55183
6.7,25000000,121,2017,18598607,58710
6.8,70000000,87,2016,183800603,66089
6.6,250000000,136,2017,1236005118,248266
8.4,90000000,117,2018,384298736,638519
6.7,104000000,141,2017,410902662,352683
6.2,20000000,100,2016,183936074,132368
6.2,15000000,109,2016,4531320,67967
5.3,67000000,94,2020,49169594,86770
6.8,36000000,97,2016,88616021,103792
7.2,13000000,107,2017,24646055,110237
6.2,5000000,91,2017,19735344,100042
6.7,135000000,114,2018,467989645,183346
6.4,40000000,146,2016,26620002,106876
5.8,45000000,93,2017,185400345,69948
6.1,90000000,133,2016,12448676,177738
6.6,185000000,119,2019,491730089,115251
5.6,130000000,113,2018,529338515,201204
6.3,4900000,81,2016,149368835,139409
5.2,20000000,101,2017,47347283,54880
7,13430000,170,2016,98251790,50289
7.3,4500000,102,2017,3283369,134631
7.8,25000000,127,2016,235956898,247686
6.4,3500000,76,2016,4462034,60457
7.5,55000000,123,2023,21632392,137240
3.4,50000000,86,2017,217776646,69444
6.1,170000000,128,2018,1310466296,335869
7.7,178000000,147,2018,791657398,367786
5.2,9000000,93,2019,123233739,56158
7.6,25000000,137,2019,50901502,73585
7.4,10000000,94,2017,78986478,316134
6.9,38000000,122,2018,13143056,68944
7.3,9000000,117,2016,278454417,533911
7.4,4000000,111,2016,65172611,324558
6.1,40000000,136,2022,52300984,88691
7.8,100000000,106,2017,527816307,716711
8.1,15000000,115,2017,162729321,539810
6.7,130000000,130,2018,349546142,93252
5,48000000,118,2019,73279888,78026
6.3,200000000,113,2021,470116094,227495
7.8,4500000,104,2017,255745157,668747
7.1,35000000,122,2018,75837743,161318
6.2,6000000,111,2019,1023510,54207
7.5,15000000,119,2018,95918706,214329
6.1,200000000,127,2023,438966392,87222
7,162000000,118,2018,622674139,437607
5.2,75000000,104,2022,167460961,143873
6.6,30000000,121,2017,44516999,243141
6.4,80000000,86,2019,431058604,67043
6.5,80000000,87,2022,939628210,80040
6.5,15000000,109,2017,306592201,147407
6.3,70000000,110,2018,297795726,235893
7.5,17000000,110,2018,66719009,122642
6.1,43000000,115,2018,35164920,50556
7.4,6420000,156,2016,49851770,77730
6.3,80000000,97,2018,528583774,82173
7.3,5000000,118,2016,9595362,86974
6.8,50000000,132,2017,56996304,89115
6.6,4800000,96,2017,125479266,157755
7.7,11000000,107,2017,44202682,271213
7.7,5400000,120,2019,516520,143832
7.3,34000000,143,2017,23355100,55264
5.2,200000000,143,2021,726229501,156606
5.8,340000000,141,2023,704709660,101746
7,29000000,118,2017,48453605,158998
6.6,58000000,104,2017,100541806,246155
7.5,5000000,120,2017,56411585,141338
7.6,110000000,119,2018,785896609,623514
7.2,39000000,134,2017,35669017,92729
6.3,20000000,110,2019,157563598,105593
8,200000000,206,2023,137137384,79064
7.5,11000000,119,2017,53939297,235605
7.3,19400000,123,2017,195243464,439311
6.3,10500000,93,2017,27869129,60580
7.3,45000000,152,2019,72381712,211711
6.9,13000000,95,2018,15636462,62127
7.3,1700000,85,2018,9303022,75008
7.6,2000000,111,2017,10954677,123636
6,69000000,100,2017,180613824,79757
6.9,3200000,112,2018,18170707,86123
2.8,95000000,110,2019,75558925,54638
6.2,60000000,119,2019,76419755,74790
5.7,10000000,103,2018,167885588,69459
7.4,19000000,135,2019,50023780,306755
5.8,125000000,102,2018,304868961,130852
5.9,80000000,95,2020,40882928,91286
7.4,35000000,130,2017,48706552,141488
5.3,22000000,96,2018,366082797,164671
6.8,100000000,102,2019,171616764,54729
6.1,15000000,94,2018,13313581,57064
5.1,150000000,130,2022,67295363,94504
7,175000000,112,2018,529323962,176557
6.5,150000000,104,2019,450062638,178396
6.4,9000000,99,2019,155712077,137416
6,25000000,109,2019,8808611,56655
7.2,250000000,135,2023,569626289,142113
1,8000000,108,2017,538551,73940
7.1,3500000,113,2017,3862498,61117
6.8,3000000,98,2019,1194369,63214
6.8,260000000,118,2019,1663075401,260956
5.2,13000000,97,2018,137056262,68717
6.9,183000000,128,2019,1054304000,283561
7.4,75000000,130,2019,328349387,410062
6.4,40000000,121,2019,146661977,106883
7.1,120000000,115,2021,331526598,406563
6.8,100000,92,2017,1951683,77499
7.2,60000000,132,2018,76073488,157949
7.2,50000000,116,2017,193764664,159169
6.6,35000000,96,2018,59945012,60372
7.4,160000000,129,2019,1131927996,536191
7.2,185000000,132,2021,168717425,390733
7.1,50000000,130,2018,214215889,151169
5.6,28000000,104,2017,130560428,55817
6.8,32000000,109,2019,61404394,123771
7.4,13000000,122,2019,194694725,61182
6.2,195000000,125,2022,393252111,262191
6.2,185000000,128,2019,261119292,189024
7.6,14000000,155,2018,76693052,58808
7.4,85000000,110,2021,408402367,80637
7.2,7000000,116,2019,92559910,78881
5.2,60000000,103,2020,42145959,65738
6.9,15000000,158,2018,660132,53271
7.5,5000000,100,2018,16706680,200023
7.1,11000000,108,2019,41503392,85962
5.7,200000000,113,2019,252442974,199512
7.1,32000000,141,2018,31882724,160391
7.5,17000000,90,2018,340952971,567042
6,40000000,117,2018,75339459,81602
5.6,175000000,101,2020,251410631,69279
7.8,14300000,139,2022,143370485,486970
7.1,100000000,92,2023,1362015510,202296
7.3,205000000,150,2020,365304105,566725
8.5,11400000,132,2019,262715944,900583
5.2,3500000,100,2018,95330710,61479
5.6,32000000,110,2018,94539426,56423
7.9,250000000,150,2023,845555777,339692
6.5,200000000,137,2019,760732926,229750
6.8,2000000,98,2018,4165776,56761
6.6,20000000,129,2019,246999039,260492
6.5,25000000,101,2018,53918723,69140
6.3,100000000,131,2021,125897478,165715
6.8,20000000,116,2019,256067149,329825
6.8,38000000,118,2020,12668325,93575
6.3,15000000,98,2019,1034769,67375
6.6,75000000,114,2018,402264843,104789
5.2,25000000,107,2021,41914915,61436
6.2,25000000,89,2018,158972499,80997
6.7,100000000,138,2019,127420861,92132
8.2,23000000,130,2018,321752656,541058
6.7,20000000,90,2019,111173598,79168
6.5,6000000,121,2018,1653784,86448
7.4,2000000,93,2018,14347433,80930
6.8,20000000,117,2018,97644617,158584
6.3,39000000,112,2021,206431050,133526
5.9,110000000,97,2021,506863592,250090
7.1,12000000,119,2018,20596567,51632
5.4,200000000,151,2020,169601036,285708
7.6,90000000,161,2019,377617598,807540
6.9,18000000,103,2021,161440742,180247
7.4,175000000,102,2020,141940042,163915
8.4,55000000,122,2019,1078958282,1417996
7.5,15000000,135,2018,93413709,282656
6.5,79000000,169,2019,473122525,292238
7.3,48000000,118,2018,120989656,115592
7.5,50000000,126,2022,113190218,139398
6.7,135000000,100,2020,111257878,54302
7.7,14600000,131,2023,243781900,81186
6.8,45000000,100,2020,1753823,76415
7.9,18600000,137,2019,333686,335089
6.3,90000000,127,2022,137307235,175694
7.6,880000,102,2018,75462037,176593
6.1,84500000,109,2020,205372791,257885
6.2,16000000,93,2019,32390945,50492
6.4,34000000,119,2020,52300000,128066
7,60000000,150,2021,39629195,159038
6.1,6000000,90,2019,33224654,105281
7.3,10000000,127,2018,82850596,360553
6.9,6000000,95,2019,57615777,173830
7.4,16000000,92,2021,57510518,308722
5.6,5000000,99,2019,61220856,58233
7,50000000,116,2018,174804407,148272
6.7,125000000,123,2019,801693929,272465
7.4,11000000,109,2019,18129854,242569
6.3,50000000,114,2023,38663840,75252
6.3,200000000,118,2021,178143,305158
5.6,165000000,147,2022,1001978080,194409
6.8,26000000,116,2019,154608856,162180
6.9,50000000,135,2022,93279806,68950
7,175000000,100,2022,20122621,142985
8.2,4500000,139,2018,62475342,99633
6.3,50000000,120,2021,13037403,60730
6.8,70000000,100,2022,250162278,53420
6.2,9000000,100,2019,64600152,82964
6.5,14000000,90,2020,10550350,124145
8.4,4000000,126,2018,64417003,100413
5.9,30000000,106,2019,231252591,84507
6.1,13500000,87,2019,91542097,91761
7.8,22000000,113,2019,115171795,374674
5.9,4000000,97,2019,487625,70233
6.1,70000000,100,2021,70094113,103877
4.7,18000000,178,2022,608342,56965
8.2,95000000,119,2019,384579472,648241
6.5,25000000,103,2019,123446172,84953
5.7,10000000,90,2019,44907074,55399
6.6,33000000,99,2019,49939757,71965
7.5,55000000,120,2021,112777,115846
6.4,12000000,102,2022,179972226,131033
7.1,9000000,148,2019,48059189,377072
7.1,25000000,107,2021,46333545,144034
7.1,90000000,105,2022,207557117,72557
7.9,40000000,130,2019,312897920,746095
6.3,200000000,156,2021,402064899,372452
6.7,250000000,161,2022,859208836,289232
6.7,60000000,108,2022,20282422,55655
6.7,10000000,124,2020,26404660,60145
5.1,129000000,116,2023,395000317,62714
5.9,22000000,91,2021,77411570,73523
8.7,150000000,140,2023,690516673,291041
6.1,104000000,127,2023,129288072,59401
7.4,200000000,132,2021,432243292,419133
7.2,24000000,125,2022,144353965,110104
6.9,200000000,126,2022,955775804,458344
7.5,11100000,112,2019,192927909,51686
7.8,291000000,163,2023,567535383,181176
7.5,50000000,144,2021,39429285,129020
5.7,25000000,135,2022,8568339,53325
7,43000000,116,2021,22957625,165677
7.1,35000000,136,2020,2180452,74646
7.2,35000000,107,2022,79628200,359425
7.3,5000000,107,2020,39458207,175977
6.6,200000000,138,2021,14400000,220617
7.4,26000000,126,2021,7478009,88568
5.7,15000000,88,2021,65774490,56955
6.4,14000000,118,2020,1351662,141433
